Job_ID|Job_Details|Benefits|Full_Desc|Hiring_Ins|Pay Rate|Job Type|Salary Range Lower|Salary Range Upper|Salary Average
272|na|na|position purpose the home depot is able to offer virtual employment of this position in the following states al ak az ar de fl ga hi id il in ia ks ky la me md ma mi mn ms mo mt ne nh nj nm ny nc nd oh ok or pa ri sc sd tn tx ut vt va wa wv wi wy the digital finance df team is part of the corporate controller team cct and is comprised of integrated competency centers that help drive value realization df helps finance leaders transform the finance function by moving away from traditional highly manual transactional processes in a backwardlooking function to a predictive and proactive mindset powered by intelligent insights and automation df serves as the digital hub for the cct and works crossfunctionally with business partners in finance and throughout home depot to support the companys strategic objectives the senior data analyst for business intelligence will work directly with the manager of digital finance as an essential part of the team in developing data visualizations and dashboards to support a variety of business functions leveraging bi tools such as tableau google data studio and looker the role will be responsible for the conceptualization development and implementation of dashboards they will continually assess the performance of reports to identify and correct problems which impact operational efficiency and work quality  key responsibilities design develop test and maintains complex tableau reports for scalability manageability performance and accuracy provide technical expertise in areas of architecture design and implementation work with team members to create useful reports and dashboards that provide insight improveautomate processes or otherwise add value to the team work through iterative review cycles to deliver results that meet or exceed user expectations ensure consistency by adhering to a set of style guides resolve support tickets related to tableau reports  direct managerdirect reports position reports to sr engineer or sr manager  travel requirements typically requires overnight travel less than 10 of the time  physical requirements most of the time is spent sitting in a comfortable position and there is frequent opportunity to move about on rare occasions there may be a need to move or lift light articles  working conditions located in a comfortable indoor area any unpleasant conditions would be infrequent and not objectionable  minimum qualifications must be eighteen years of age or older must be legally permitted to work in the united states  preferred qualifications 2  4 years of experience in business intelligence analytics or finance proven experience in designing and developing tableau dashboards ability to query and display large data sets while maximizing the performance of workbook ability to interpret technical or dashboard structure and translate complex business requirements to technical specifications working knowledge of tableau server and architecture advanced tableau development skills required understanding of advanced calculations and statistical functions a solid understanding of sql relational database management system data modeling and normalization  minimum education the knowledge skills and abilities typically acquired through the completion of a bachelors degree program or equivalent degree in a field of study related to the job  preferred education no additional education  minimum years of work experience 7  preferred years of work experience no additional years of experience  minimum leadership experience none  preferred leadership experience none  certifications none  competencies superior interpersonal skills and ability to collaborate actively and work in a team environment commitment to organized highquality deliverables ability to mentor colleagues on standards best practices and new technology concepts understanding of usability best practices and user design creative approach to problem solving innovation and issue resolution excellent verbal and written communication skills selfmotivated and selfmanaged with a high degree of analytical ability and intellectual curiosity|Hiring Insights Job activity Posted 30+ days ago|NA|NA|NA|NA|NA
273|na|na|los gatos california strategy and analysis netflix is the worlds leading streaming entertainment service with 223 million paid memberships in over 190 countries enjoying tv series documentaries and feature films across a wide variety of genres and languages members can watch as much as they want anytime anywhere on any internetconnected screen  it’s an amazing time to join netflix as we continue shaping the future of global entertainment as netflix expands globally we look for the best and brightest talent to scale with and contribute to our growth that’s where you come in  we are seeking a highly quantitative driven and intellectually curious data analyst to join the corporate spa team the corporate spa team at netflix is responsible for companywide financial planning forecasting and strategic analysis we derive a significant competitive advantage from the highly analytical approach we take to managing the company and the corporate spa team plays a key role in this area senior leadership depends heavily on our spa groups to accurately model and forecast the business as well as to lead the strategic analysis that is used to inform important business decisions  the analyst will serve as a dataguru for the corporate spa team supporting a wide range of data and analysis requests related to netflix’s operating expenses and headcount growth a successful candidate will be naturally data curious excited about creating sustainable reporting and not afraid to get in the weeds to understand and improve our financial and headcount forecast modelingmethodologies  ideal candidates enjoy problemsolving building solutions delivering actionable and datadriven insights and working in a fastpaced dynamic environment the position is based in our los gatos office and will report to our manager corporate spa  data  systems responsibilities performing data analysis and developing insightful dashboards memos  presentations that summarize data collaborating with our financial technology team to improve our financial and headcount forecasting methodologiesmodels developing tools and analysis to support decisionmaking related to how fast we should be growing our expenses and our investment in our internal workforce across all departments and geographies creating and maintaining data documentation both for an internal technical audience and for partner user teams acting as the bridge between business teams and technical teams to gather tooling and data requirements qualifications 3  5 years of experience in a highly analytical environment eg management consulting corporate analytics strategy and operations or other roles requiring a blend of analytical strategic and crossfunctional work handson experience with sql experience working with business insights tools like tableau expertise with spreadsheetbased tools like google sheets or excel strong analytical skills and an ability to synthesize information across a broad ecosystem to diagnose problems and devise solutions comfortable with ambiguity able to thrive with minimal oversight and process while keeping leadership informed on progress against deadlines an ability to coordinate crossfunctional projects andor prior project management experience bachelor’s degree preferably in math statistics economics computer science engineering or other quantitative field nice to haves previous experience working with financial andor headcount related data understanding of financial systems and processes including workday anaplan essbase at netflix we carefully consider a wide range of compensation factors to determine your personal top of market we rely on market indicators to determine compensation and consider your specific job family background skills and experience to get it right these considerations can cause your compensation to vary and will also be dependent on your location  the overall market range for roles in this area of netflix is typically  60000  290000  this market range is based on total compensation vs only base salary which is in line with our compensation philosophy netflix is a unique culture and environment learn more here|Hiring Insights Job activity Posted 30+ days ago|NA|NA|NA|NA|NA
274|job details salary 93819  112987 a year job type contract|na|client dxc  one america location 100 remote this role will help product development teams create software that aligns with a companys current processes systems and needs to do this they collaborate with stakeholders to interpret business and marketing data needs into actionable data requirements that delivery teams use to guide the data delivery process this helps ensure the product the company is creating offers value to endusers technical business analysts also use their expertise to conceptualize data solutions to troubleshoot any problems the company is facing to do this they identify analyze and document business processes before evaluating possible data solutions responsibilities interface between business partners data source owners and application developers to define requirements and use cases high degree of activity coordination required with multiple internal and external stakeholders data sourcing  understanding data sources and defining interface specifications work with the product owners development team  technical architects to fully identify all aspects of the data and functional requirements and acceptance criteria working closely with the business and sqa team to plan and execute the data testing approach and effort on projects analyze and document data needs to support user workflows and business processes liaison between the product owners and data delivery teams analyze and assess data solutions and advise stakeholders on the options work closely with other business analysts the product manager and ux designers to design agree and translate product specs into technical data options and specs qualifications bachelor’s degree in technology 12 years of total it experience at a minimum 24 years’ experience obtaining requirements from business users and subject matter experts reviewing business priorities and analyzing options and risks develop use cases to explain  demonstrate business requirements  specifications to data teams strong data analytics understanding and interpreting data sets experience creating technical requirements beneficial previous experience working on a software development team as a developer or technical  systems analyst experience with tools like jira or azure devops familiar with safe agile job type contract pay 9381947  11298689 per year schedule 8 hour shift experience sql 1 year preferred work location remote|Hiring Insights Hiring 2 candidates for this role Job activity Employer reviewed job 8 days ago Posted 18 days ago|Yearly|NA|93819|112987|103403.0
275|job details salary 50000  60000 a year job type fulltime|"benefits
pulled from the full job description
health insurance
visa sponsorship"|position description do you have a proven interest in information technology and a passion for learning do you love to collaborate with a team to solve problems and build groundbreaking solutions do you want to do meaningful work that will make a difference if so joining as a data analyst could be the ideal opportunity for you you will join one of our many teams and work in a highly collaborative environment to provide expertise in designing developing and executing solutions to improve the quality of it products and services you can explore your full potential  not confined by borders or predefined paths youre empowered to tackle problems in your own unique way which is not only valued and respected but encouraged what youll do assignments may include responsibilities in one or more of the following areas interact with business and it teams of various applications to understand their data database and flow within the systems collect data and create basic visualizations collect data and create basic visualizations collaborate with team members to profile analyze and model data including creating logical mapping of source data into target data models based on the existing business process and datareporting requirements create conceptual and logical data models what youll need bachelors degree in data analytics computational modeling business analytics mathematics statistics or a related field experience with database tools such as microsoft excel and sql experience collecting managing and analyzing data a phenomenal attitude and hunger for learning excellent analytical written and oral communication skills ability to work within a collaborative environment what youll gain involvement in the technical components of a client project exposure to business issues and challenges opportunity to leverage your computer knowledge and analytical skills “we’re an equal opportunity employer all applicants will be considered for employment without attention to race color religion sex sexual orientation gender identity national origin veteran or disability status” job type fulltime pay 5000000  6000000 per year benefits health insurance visa sponsorship experience level under 1 year schedule 8 hour shift ability to commuterelocate ashburn village va reliably commute or planning to relocate before starting work required experience sql 1 year preferred work location in person  health insurance|Hiring Insights Hiring 8 candidates for this role Job activity Employer reviewed job 5 days ago Posted 30+ days ago|Yearly|NA|50000|60000|55000.0
276|na|na|the d e shaw group seeks a data science and reporting analyst to join its human capital analytics and products hcap team members of hcap are curators of employee data and leverage it to help answer strategic and operational talent questions for leaders across the business this role offers the opportunity to work in an inclusive engaging and collaborative working environment|Hiring Insights Job activity Posted 7 days ago|NA|NA|NA|NA|NA
277|job details salary 57419  111967 a year job type fulltime|"benefits
pulled from the full job description
health insurance"|job description job description job summary designs and implements processes and solutions associated with a wide variety of data sets used for datatext mining analysis modeling and predicting to enable informed business decisions gains insight into key business problems and deliverables by applying statistical analysis techniques to examine structured and unstructured data from multiple disparate sources collaborates across departments and with customers to define requirements and understand business problems uses advanced mathematical statistical querying and reporting methods to develop solutions develops information tools algorithms dashboards and queries to monitor and improve business performance creates solutions from initial concept to fully tested production and communicates results to a broad range of audiences effectively uses current and emerging technologies  knowledgeskillsabilities  extracts and compiles various sources of information and large data sets from various systems to identify and analyze outliers  sets up process for monitoring tracking and trending department data  prepares any state mandated reports and analysis  works with internal external and enterprise clients as needed to research develop and document new standard reports or processes  implements and uses the analytics software and systems to support the departments goals  job qualifications required education associate degree or equivalent combination of education and experience  required experience 13 years  preferred education bachelors degree or equivalent combination of education and experience  preferred experience 35 years  qnxt claims and contract configuration experience  knowledge of 837i837p hipaa transactions  medical medica re  apl all plan letter and regulation’s experience  expertise with excel sql tableau or power bi  to all current molina employees if you are interested in applying for this position please apply through the intranet job listing  molina healthcare offers a competitive benefits and compensation package molina healthcare is an equal opportunity employer eoe mfdv  pay range 57419  111967 a year  actual compensation may vary from posting based on geographic location work experience education andor skill level|Hiring Insights Job activity Posted 30+ days ago|Yearly|NA|57419|111967|84693.0
278|job details salary 100000  135000 a year job type fulltime|"benefits
pulled from the full job description
401k
401k matching
cell phone reimbursement
dental insurance
employee assistance program
flexible spending account
health insurance
health savings account
parental leave
pet insurance
stock options
unlimited paid time off
vision insurance"|job title sr analyst team business analytics location remote  us  the company sunbit builds financial technology for real life our technology eases the stress of paying for life’s expenses by giving people more options on how and when they pay founded in 2016 sunbit offers a nextgeneration nofee credit card that can be managed through a powerful mobile app as well as a pointofsale payment option available at more than 16000 service locations including 1 in 3 auto dealerships optical practices dentist offices veterinary clinics and specialty healthcare services by introducing a flexible way to pay over time we are proud of our ability to lift up service providers and retailers while helping consumers when necessary expenses arise regardless of whether they were expected or unexpected sunbit was included on the 2022 inc 5000 list the financial technology company has also been named as a most loved workplace® best point of sale company and as a top fintech startup by cb insights we use cuttingedge innovations in financial technology to bring leading data and features that allow individuals to be qualified instantly making purchases at the pointofsale fast fair and easy for consumers from all walks of life we create value focused on our core values we work tirelessly to ensure that sunbit becomes available to everyone everywhere  the role the sr analyst would be part of the business analytics team at sunbit in this position you will work closely with the business function owners product and rd teams to create datadriven solutions that would help the business achieve its goals this role is crucial to ensure that the business strategy is informed by data and would proactively analyze data deliver key insights and monitor portfolio kpis etc  requirements  what you’ll own support business function leaders in planning strategy development and operational management through data drive business growth by identify new opportunities and hypothesis development through data partner with product and business professionals to establish datadriven policies and strategies across the organization measure and evaluate customer funnel performance and identify improvement levers develop ab test designs to implement a robust test and learn strategy perform adhoc analysis ranging from open exploratory data analysis to specific root cause analysis liaison with the data engineering to build sustainable and scalable data solutions that address business’ current and future needs own and manage bi reports and tableau dashboards and become a focal point for business’ data and analytics needs what you bring to the table passionate about solving realworld problems with data have a growth mindset and takes proactive ownership live the 8020 principle and gets things done 5 years of relevant analytical experience with a bachelor’s degree or 3 year of relevant analytical experience with a master’s degree in quantitative fields like analytics mathematics statistics economics engineering etc proficient in sql knowledge in tableau python r or sas is a plus good verbal  written communication and presentation skills the perks join one of la’s fastest growing startups 2022 a most loved workplace and 306 on the 2022 inc 5000 list mission driven  empowered  collaborative competitive pay and stock options unlimited pto health insurance options including medical dental vision life eap fsa  maternity leave newly added hsa and pet insurance 401k plan with matching cell phone stipend casual dress open door policy  open office floor plan team based strategic planning  team owned deliverables how we pay we believe in paying fairly and equitably based on a number of factors including but not limited to previous experience relevant work history interview performance geographical location internal equity and expected level of ownership we are targeting a base salary of 100000135000 for this role this role will also be granted company equity via stock options cultural competencies for success at sunbit serve others before self  service oriented mindset own the impact  take pride in effectively managing payroll on a daily basis connect genuinely  effectively connect with internal stakeholders act fast  respond to internal team members in a timely manner include always  work closely with accounting team and actively welcome peers within the organization innovate for good  continuously help our internal team create efficient processes  sunbit is an equal opportunity employer we strive to provide a professional  welcoming workplace for all employees  ind1 biremote liremote|Hiring Insights Job activity Posted 30+ days ago|Yearly|NA|100000|135000|117500.0
279|job details salary 59500  110500 a year job type fulltime|"benefits
pulled from the full job description
disability insurance
health insurance
paid time off
retirement plan
wellness program"|every great story has a new beginning and yours starts here welcome to warner bros discovery… the stuff dreams are made of who we are… when we say “the stuff dreams are made of” we’re not just referring to the world of wizards dragons and superheroes or even to the wonders of planet earth behind wbd’s vast portfolio of iconic content and beloved brands are the storytellers bringing our characters to life the creators bringing them to your living rooms and the dreamers creating what’s next… from brilliant creatives to technology trailblazers across the globe wbd offers career defining opportunities thoughtfully curated benefits and the tools to explore and grow into your best selves here you are supported here you are celebrated here you can thrive your new role… would you like to work for a leading global media organization if so we’d love to hear from you we are currently recruiting an analyst within the cnn digital research  analytics team which will report to the sr manager of cnn digital research  analytics if you are passionate about digital analytics and audience insights theres no better job than this were looking for an energetic datafocused digital research analyst to join our team at cnn the analyst will be part of a fastpaced team that provides audience and trending insights for the full portfolio of cnn digital properties this position will play a key role in analyzing audience engagement and trends and support audience forecasting the ideal candidate will have 13 years experience with gathering and visualizing data from various sources and providing insights you will have a curious mind with enthusiasm for analysis and the ability to translate data into actionable insights your role accountabilities… support key business initiatives by providing daily weekly and monthly insights for a better understanding of cnn digital’s audience products and content support audience forecasting efforts to help predict future audience traffic and consumption trends analyze performance across cnn digital products platforms and business units to inform shortterm and longrange projections design dashboards and presentations with effective data visualizations leveraging cnn’s suite of analytics and syndicated tools to make complex performance data actionable use syndicated data services such as comscore and similarweb to analyze cnn digital’s competitive set and emerging digital landscape trends collaborate across the business from sales and finance to editorial and product to enhance and inform strategies with audience insights build automation into existing reports and improve processes to make our audience and forecasting efforts more accurate and efficient qualifications  experience… bachelor’s degree or higher journalism communications marketing data analytics data science or related field preferred 12 years of experience in digital analytics or related role internship work will be considered a genuine interest and knowledge of the media and digital industry landscape thorough understanding of digital metrics high level of curiosity to explore the “why” behind the data a passion for all digital experiences and a commitment to growing and developing as a researcher thrives on working as part of an enthusiastic and energetic team and embraces learning new skills and tools to drive thinking further able to handle analysis of datasets from multiple sources with the ability to craft insights and storylines attention to detail and accuracy in compiling and analyzing data is a must solid time management skills and ability to work on multiple projects microsoft excel and powerpoint skills required experience with analytics software like adobe analytics google analytics experience with bi  data analytics tools like snowflake domo tableau looker familiarity with syndicated data sources such as comscore similarweb google search console conviva shareablee tubular comscore or similar knowledge of sql or other database query logic is a plus how we get things done… this last bit is probably the most important here at wbd our guiding principles are the core values by which we operate and are central to how we get things done you can find them at wwwwbdcomguidingprinciples along with some insights from the team on what they mean and how they show up in their day to day we hope they resonate with you and look forward to discussing them during your interview the legal bits… in compliance with local law we are disclosing the compensation or a range thereof for roles in locations where legally required 5950000  11050000 salary per year other rewards may include annual bonuses short and longterm incentives and programspecific awards in addition warner bros discovery provides a variety of benefits to employees including health insurance coverage an employee wellness program life and disability insurance a retirement savings plan paid holidays and paid time off pto warner bros discovery embraces the opportunity to build a workforce that reflects the diversity of our society and the world around us being an equal opportunity employer means that we take seriously our responsibility to consider qualified candidates on the basis of merit without regard to race color religion national origin gender sexual orientation gender identity or expression age mental or physical disability and genetic information marital status citizenship status military status protected veteran status or any other category protected by law if you’re a qualified candidate with a disability and you need a reasonable accommodation in order to apply for this position please contact us at recruitadminwbdcom|Hiring Insights Job activity Posted 15 days ago|Yearly|NA|59500|110500|85000.0
280|job details salary 65000  102062 a year job type fulltime|"benefits
pulled from the full job description
403b matching
dental insurance
dependent health insurance coverage
disability insurance
family leave
flexible spending account
health insurance
life insurance
paid holidays
paid sick time
paid time off
parental leave
prescription drug insurance
vision insurance
work from home"|strength through diversity ground breaking science advancing medicine healing made personal roles  responsibilities as part of the world trade center health program the general responder data center grdc is charged with the oversight and coordination of the data management activities of five clinical centers of excellence cces which provide examinations and clinical assessments of the wtc responders the data gathered by the cces are centrally managed by the grdc which is responsible for quality assurance monitoring and coordination of the data collection and analyses of the data the dc also plays an integral role in analyzing these data the data analyst ii oversees activities related to data integrity security and enhancement of the value of the data including data cleaning and manipulation query tracking and implementing policies and procedures the data analyst ii may also direct the movement of data across multiple systems oversee data validation and organization and make certain that the data are available to appropriate people and systems works with dc leadership and staff to define data reporting needs develops analytic reports that are easily understandable under the guidance of senior personnel uses modeling techniques and tools in analyzing and specifying data structures implements the best practices in data management to ensure the integrity of the data the quality of data processes and deliver analyzable or analyzed data to a variety of internal and external clients of the medical center maintains data integrity and supports data analysis as necessary makes recommendations and assists in data capture data extraction and analysis under the guidance of senior personnel may use modeling techniques and tools in analyzing and specifying data structure in large andor complex data sets develops maintains or implements procedures for data entry data cleaning documentation and other administrative tasks documents implements maintains or recommends operating methods to improve processing distribution data flow collection databaseediting procedures may define parameters for file or space utilization works closely with it management and staff as needed may access data in the data warehouse as required assists faculty and staff with queries statistical analyses reports and technical difficulties related to data retrieval designs and writes custom applications needed to ensure the database meets requirements for the entry management and reporting of data may oversee data entry staff and other less experienced data coordinatorsanalysts identifies and recommends solutions to data management issues trains staff with varying degrees of knowledge to use the database system effectively maintains knowledge of the current regulations and technologies related to data management may write and prepare manuscripts and other materials for internal and external audiences performs other related duties helps to build and perpetuate a practice environment and culture of collaboration respect learning flexibility and fun among all team members requirements master’s degree in public health epidemiology or in a social science with a heavy emphasis on quantitative data analysis 1 or 2 preferred years of experience using sas® preferred or another statistical software package rspssstata to work with large and complicated data sets eg data manipulation data analysis or data cleaning preferably in a healthcare environment proficient in excel strength through diversity the mount sinai health system believes that diversity equity and inclusion are drivers for excellence we share a common devotion to delivering exceptional patient care yet we’re as diverse as the city we call home culturally ethically in outlook and lifestyle when you join us you become a part of mount sinai’s unrivaled record of achievement education and advancement as we revolutionize medicine together and participate actively as a leader within the mount sinai health system by serving as the primary resource management representative of the mount sinai leadership teams committees etc and acting as the primary executive leader interface between mount sinai and key executives from the health systems’ vendors and partners engaging with relevant thought leaders and policymakers at the federal and state levels and representing the health system as assigned using a lens of equity in establishing and promoting policies and procedures and providing opportunities for all to thrive confronting racist sexist or other inappropriate behavior and challenges exclusionary organizational practices and serving as a role model to promote antiracist behaviors inspiring and fostering an environment of antiracist behaviors among and between departments and coworkers we work hard to acquire and retain the best people and to create a welcoming nurturing work environment where you can develop professionally we share the belief that all employees regardless of job title or expertise can make an impact on quality patient care explore more about this opportunity and how you can help us write a new chapter in our story who we are over 42000 employees strong the mission of the mount sinai health system is to provide compassionate patient care with seamless coordination and to advance medicine through unrivaled education research and outreach in the many diverse communities we serve formed in september 2013 the mount sinai health system combines the excellence of the icahn school of medicine at mount sinai with seven premier hospital campuses including mount sinai beth israel mount sinai beth israel brooklyn the mount sinai hospital mount sinai queens mount sinai west formerly mount sinai roosevelt mount sinai morningside formerly mount sinai st luke’s and new york eye and ear infirmary of mount sinai the mount sinai health system is an equal opportunity employer we comply with applicable federal civil rights laws and does not discriminate exclude or treat people differently on the basis of race color national origin age religion disability sex sexual orientation gender identity or gender expression eoe minoritieswomendisabledveterans compensation the mount sinai health system mshs provides a salary range to comply with the new york city law on salary transparency in job advertisements the salary range for the role is 6500000  10206226 annually actual salaries depend on a variety of factors including experience education and hospital need the salary range or contractual rate listed does not include bonusesincentive differential pay or other forms of compensation or benefits job type fulltime pay 6500000  10206226 per year benefits 403b matching dental insurance dependent health insurance coverage disability insurance family leave flexible spending account health insurance life insurance paid holidays paid sick time paid time off parental leave prescription drug insurance vision insurance work from home compensation package yearly pay experience level 2 years schedule 8 hour shift day shift monday to friday experience sql 1 year preferred work location remote  health insurance|Hiring Insights Hiring 1 candidate for this role Job activity Employer reviewed job 15 days ago Posted 18 days ago|Yearly|NA|65000|102062|83531.0
281|job details salary 64000  84000 a year job type fulltime|"benefits
pulled from the full job description
401k
401k matching
dental insurance
health insurance
loan assistance
paid parental leave
paid sick time
paid time off
parental leave
tuition reimbursement
vision insurance"|sony electronics inc is looking for the risktakers the collaborators the inspired and the inspirational we want the people who are brave enough to work at the cutting edge and create solutions that will enrich and improve the lives of people across the globe in addition to competitive pay and benefits we offer an environment and culture that promotes diversity equity and inclusion in addition our team members enjoy innovative worklife balance opportunities including a hybrid homeoffice workplace monthly “free fridays” and early shutdowns on fridays throughout the year including halfdays during the summer  so if you want to join a “best place to work” company and make the world say wow lets talk the anticipated base pay range for this position is 64000 to 8400000 the actual base salary offered depends on a variety of factors which may include as applicable the qualifications of the individual applicant for the position years of relevant experience specific and unique skills level of education attained certifications or other professional licenses held and the location in which the applicant lives andor from which they will be performing the job in addition to a competitive base salary this position is also eligible for a bonus and a comprehensive benefits package including healthcare benefits medical dental and vision paid medical leave after three months of employment a 401k plan with matching company contributions vacation time education assistance student loan assistance program eighty hours of paid sick leave time annually and up to twelve weeks paid parental leave after six months of employment sony electronics has an exciting fulltime opportunity for environmental compliance data analyst environmental compliance and product stewardship are growing area of importance at sony we are seeking a highly motivated professional capable of driving accurate and efficient data analysis to manage organization’s reporting and other environmental requirements in north america as a member of sustainability and product compliance department the environmental compliance data analyst is primarily responsible for collecting and assessing various data and preparing relevant reports to ensure organization’s environmental stewardship obligations are met heshe will monitor changes in program requirements identify emerging needs to modify internal data collection and reporting process and drive optimization of such processes primary focus is on addressing the company’s stewardship obligations in canada for electronics batteries and packaging while preparing for future obligations in both canada and the us heshe will report to environmental stewardship manager at sustainability and product compliance dept and also support and collaborate with additional members of the team roles and responsibilities of the environmental compliance data analyst include conduct various data analysis on products sold distributed or imported assessing the environmental handling fee total weight of products packaging batteries andor chemicals sold distributed andor imported among others review and ensure integrity and accuracy of the data identify trends and opportunity in support of sony’s sustainability and environmental compliance management process enhancement and optimization prepare compliance reports to various authorities based on the scope of applicable products results of data analysis conducted and applicable requirements manage processing of invoices and remittance of fees and maintain adequate records monitor and forecast financial impact and make recommendations to reflect necessary changes in the internal management process to maintain adequate balance and budgeting processes accordingly register environmental compliance attributes of new models in the internal system to manage stewardship and other environmental obligations document and maintain internal procedures to ensure accurate reporting and compliance management process monitor changes in program requirements identify impact to the company and the operation and communicate recommendations to the relevant teams to help ensure readiness to meet the future obligations arrange attend and assist data validation process for environmental compliance reports as needed assist various internal groups and sony group companies as a subject matter expert our ideal candidate is highly selfmotivated detailed oriented and committed to timely deliverables requisite skills and experience bachelor degree required preferred fields of study include environmental engineering environmental science data analyticsscience statistics or comparable must have minimum of 2 years of work experience in a related field experience in analyzing and managing environmental stewardship data and reporting is highly desired strong interests and technical understanding of environmental issues and their impacts to business operations required any experience with extended producer responsibility epr and related legislative requirements is a plus must be detailed and results oriented with excellent skill set for data analysis and organization of effective reports must be proficient in analyzing regulatory requirements andor standards and translating them into business implications must be highly motivated to stay uptodate with various development and being able to manage them accordingly must be capable of working on multiple projects simultaneously in a fast paced environment with limited supervision to maintain daytoday business operations must be skilled with verbal and written communication and be able to interact with various internal and external stakeholders advanced knowledge of microsoft excel power bi sap sapbw sql is desired proficiency with ms windows based applications including excel outlook word powerpoint required sony electronics is an equal opportunity employer that values employees with a broad crosscultural perspective we strive to create an inclusive environment empower employees and embrace diversity we encourage everyone to respond all applicants will receive fair and impartial treatment without regard to race color religion sex national origin ancestry citizenship status age legally protected physical or mental disability protected veteran status status in the us uniformed services sexual orientation gender identity or expression marital status genetic information or on any other basis which is protected under applicable federal state or local law disability accommodation for applicants to sony electronics inc sony electronics inc provides reasonable accommodation for qualified individuals with disabilities and disabled veterans in job application procedures for reasonable accommodation requests please contact us by email at talenthelpamsonycom  or you can mail your resume to sony electronics human resources department 16535 via esprillo san diego ca 92127 please indicate the position you are applying for eeo is the law eeo is the law supplement right to work englishspanish everify participation englishspanish|Hiring Insights Job activity Posted 11 days ago|Yearly|NA|64000|84000|74000.0
282|job details salary 55000  65000 a year job type fulltime|"benefits
pulled from the full job description
401k
health insurance
paid holidays
paid sick time
paid time off
prescription drug insurance
professional development assistance
relocation assistance
stock options
tuition reimbursement"|job description the technical and business analyst is responsible for addressing advanced inquiries requests for enhancements and supporting b2b clients we are looking for an organized detailedoriented person that is adept at learning and supporting our world leading b2b software for automating complex 24 hour shift based scheduling of staff this individual will gain familiarity with specific client instances of our cloud hosted software suite be able to troubleshoot and dialogue with developers as needed to resolve client requests and inquiries the selected candidate will develop an intimate knowledge of their assigned client bases usage of this system via automated usage tracking forms and maintain relationships with the relevant client pocs under the guidance of senior staff map the workflows of the use of our products by customers create user surveys to assess their difficulties and their readiness to use our products and the level of training they may need document result of regularly scheduled calls to clients to discover client feedback about the use of our software products and the level of satisfaction create presentations of findings of clients to management and to clients about ideas to optimize product performance and satisfaction including items ranging from custom product enhancements configurations to refresher training participate in the delivery of product enhancements from requirements gathering and specifications to working with the development team business stakeholders and client for a smooth delivery respond to client inquiries in a timely manner qualifications ideally have a background in computer science economics or have some exposure to computer science and it hold a degree from a reputable university with a gpa of 30 or higher or have commensurate work experience proficiency in ms excel and visio or like applications programming knowledge is not required we are looking for someone that lives within a reasonable distance from the office an hour or less job type fulltime pay 5500000  6500000 per year benefits 401k health insurance paid holidays paid sick time paid time off prescription drug insurance professional development assistance relocation assistance tuition reimbursement compensation package bonus pay stock options experience level 2 years schedule monday to friday education bachelors preferred experience software troubleshooting 2 years required work location in person  health insurance|Hiring Insights Hiring 1 candidate for this role Job activity Employer reviewed job 2 days ago Posted 4 days ago|Yearly|NA|55000|65000|60000.0
